"taxpayer_id","document_type","document_number","full_name","first_name","last_name_father","last_name_mother","taxpayer_status","address_condition","ubigeo_code","dni","trade_name","registration_date","activity_start_date","company_url","economic_activity","ciiu_code","taxpayer_type","deactivation_date","email","website","phone","street_address","department_name","province_name","district_name","updated_at","created_at"
234567,"20","20559323951","TATA ATTA S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","040126",NULL,"-","29/08/2014","01/09/2014","tata-atta-sac","VENTA AL POR MAYOR NO ESPECIALIZADA","4690","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"ETAPA III URB. MAGISTERIAL MZA. D LOTE. 2A","AREQUIPA","AREQUIPA","YANAHUARA",NULL,"2025-09-29 17:50:16.888721-05"
234568,"20","20565309677","NIMIS GROUP S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","150130",NULL,"-","01/09/2014","01/09/2014","nimis-group-sac","RESTAURANTES, BARES Y CANTINAS.","55205","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"ANDALUCIA URB. CHACARRILLA DEL ESTANQUE NRO. 123","LIMA","LIMA","SAN BORJA",NULL,"2025-09-29 17:50:16.888721-05"
234569,"20","20565397436","CAMVOL INVERSIONES E.I.R.L.",NULL,NULL,NULL,"ACTIVO","HABIDO","150130",NULL,"CAMVOL EIRL","08/09/2014","06/09/2014","camvol-inversiones-eirl","TRANSPORTE DE CARGA POR CARRETERA","4923","EMPRESA INDIVIDUAL DE RESP. LTDA",NULL,NULL,NULL,NULL,"SAN BORJA NORTE URB. SAN BORJA8VA ETAPA NRO. 1241","LIMA","LIMA","SAN BORJA",NULL,"2025-09-29 17:50:16.888721-05"
234570,"20","20565260562","CAVAR CONSTRUCTORES Y CONSULTORES S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","070101",NULL,"-","07/06/2022","07/06/2022","cavar-constructores-y-consultores-sac","ACTIVIDADES DE ARQUITECTURA E INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA","7110","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"LA CAPILLA NRO. 121","CALLAO","CALLAO","CALLAO",NULL,"2025-09-29 17:50:16.888721-05"
241317,"20","20605107401","ADCO ADCO E.I.R.L.",NULL,NULL,NULL,"ACTIVO","HABIDO","150142",NULL,"-","09/08/2019","09/08/2019","adco-adco-eirl","FABRICACIÓN DE MUEBLES","3100","EMPRESA INDIVIDUAL DE RESP. LTDA",NULL,NULL,NULL,NULL,"AV. SOLIDARIDAD PARCELA II MZA. M1 LOTE. 16N","LIMA","LIMA","VILLA EL SALVADOR",NULL,"2025-09-29 17:50:51.138679-05"
234571,"20","20565566301","TEXTILES CHAMPI SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,"ACTIVO","HABIDO","150115",NULL,"-","18/09/2014","01/10/2014","textiles-champi-sociedad-anonima-cerrada","VENTA AL POR MAYOR DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CALZADO","4641","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"PROLOG HUANUCO NRO. 1875","LIMA","LIMA","LA VICTORIA",NULL,"2025-09-29 17:50:16.888721-05"
234572,"20","20565629582","GO CORPORATION S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","150122",NULL,"-","23/09/2014","23/09/2014","go-corporation-sac","ACTIVIDADES DE CONSULTORÍA DE GESTIÓN","7020","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"A. DEUSTUA URB. AURORA NRO. 151","LIMA","LIMA","MIRAFLORES",NULL,"2025-09-29 17:50:16.888721-05"
234573,"20","20426766753","COMERCIAL TEXTIL XAVIER S S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","150115",NULL,"-","18/05/1999","01/09/2000","comercial-textil-xavier-s-sac","VENTA AL POR MAYOR DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CALZADO","4641","SOCIEDAD ANONIMA",NULL,NULL,NULL,NULL,"PROLONGACION HUANUCO NRO. 1910","LIMA","LIMA","LA VICTORIA",NULL,"2025-09-29 17:50:16.888721-05"
234574,"20","20471434117","RED CIENTIFICA DE ENFERMERIA E I R L",NULL,NULL,NULL,"ACTIVO","HABIDO","150132",NULL,"RECIEN EIRL","17/01/2018","17/01/2018","red-cientifica-de-enfermeria-e-i-r-l","VENTA AL POR MENOR DE ORDENADORES, EQUIPO PERIFÉRICO, PROGRAMA DE INFORM. Y EQU. DE TELEC. EN COMERCIOS ESPECIALIZADOS","4741","EMPRESA INDIVIDUAL DE RESP. LTDA",NULL,NULL,NULL,NULL,"PIRAMIDE DEL SOL NRO. 562","LIMA","LIMA","SAN JUAN DE LURIGANCHO",NULL,"2025-09-29 17:50:16.888721-05"
234575,"20","20502242874","LUCIANA & TOMAS SOCIEDAD ANONIMA CERRADA - L & T S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","150122",NULL,"-","09/02/2024","09/02/2024","luciana-tomas-sociedad-anonima-cerrada-l-t-sac","PUBLICIDAD","7310","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"BENAVIDES NRO. 120","LIMA","LIMA","MIRAFLORES",NULL,"2025-09-29 17:50:16.888721-05"
234576,"20","20502203461","PERUVIAN NATURE S & S S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","150119",NULL,"PERUVIAN NATURE S & S S.A.C.","23/05/2001","23/05/2001","peruvian-nature-s-s-sac","ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS","1030","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"LAS GARDENIAS URB. PRADERAS DE LURIN MZA. I LOTE. 12","LIMA","LIMA","LURIN",NULL,"2025-09-29 17:50:16.888721-05"
234577,"20","20565319397","MEGA STAR O & T S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","150117",NULL,"MEGA STAR O&T","02/09/2014","08/09/2014","mega-star-o-t-sac","VENTA AL POR MAYOR DE ALIMENTOS, BEBIDAS Y TABACO","4630","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"COMITE 4 A.H. ENRIQUE MILLA OCHOA MZA. 82 LOTE. 1","LIMA","LIMA","LOS OLIVOS",NULL,"2025-09-29 17:50:16.888721-05"
234578,"20","20565358295","GRUPO WORKCAT S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","070101",NULL,"-","04/09/2014","04/09/2014","grupo-workcat-sac","VENTA DE PARTES, PIEZAS Y ACCESORIOS PARA VEHÍCULOS AUTOMOTORES","4530","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"BUENAVENTURA II RES. LOS ANGELES  OQUENDO MZA. C LOTE. 05","CALLAO","CALLAO","CALLAO",NULL,"2025-09-29 17:50:16.888721-05"
234579,"20","20602795536","AGROPECUARIA CARNES DEL VALLE E.I.R.L. -A CARVALLE E.I.R.L.",NULL,NULL,NULL,"ACTIVO","HABIDO","150132",NULL,"-","22/03/2019","01/04/2019","agropecuaria-carnes-del-valle-eirl-a-carvalle-eirl","VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y ANIMALES VIVOS","4620","EMPRESA INDIVIDUAL DE RESP. LTDA",NULL,NULL,NULL,NULL,"LOS HINOJOS COO. LAS FLORES NRO. 682","LIMA","LIMA","SAN JUAN DE LURIGANCHO",NULL,"2025-09-29 17:50:16.888721-05"
234580,"20","20602810462","COMISION DE USUARIOS DEL SUBSECTOR HIDRAULICO CHOC CHOC",NULL,NULL,NULL,"ACTIVO","HABIDO","130107",NULL,"-","18/01/2018","18/01/2018","comision-de-usuarios-del-subsector-hidraulico-choc-choc","ACTIVIDADES DE OTRAS ASOCIACIONES N.C.P.","9499","ASOCIACION",NULL,NULL,NULL,NULL,"RM JUSHAPE SEC. CAMPIÑA DE MOCHE NRO. S/N","LA LIBERTAD","TRUJILLO","MOCHE",NULL,"2025-09-29 17:50:16.888721-05"
234581,"20","20565707648","GRUPO INDUSTRIAL ANDINA S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","150132",NULL,"-","30/09/2014","01/10/2014","grupo-industrial-andina-sac","FABRICACIÓN DE PINTURAS, BARNICES Y PRODUCTOS DE REVESTIMIENTO SIMILARES, TINTAS DE IMPRENTA Y MASILLAS","2022","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"ZONA INDUSTRIAL URB. LAS FLORES MZA. E LOTE. 5B","LIMA","LIMA","SAN JUAN DE LURIGANCHO",NULL,"2025-09-29 17:50:16.888721-05"
234582,"20","20565873491","CORPORACION ESWIF S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","150103",NULL,"-","13/10/2014","14/10/2014","corporacion-eswif-sac","TRANSPORTE DE CARGA POR CARRETERA","4923","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"PARCEL 10626 APV. LAS CASUARINAS GLORIA MZA. C LOTE. 7","LIMA","LIMA","ATE",NULL,"2025-09-29 17:50:16.888721-05"
234583,"20","20299906974","AVASOL S.A.",NULL,NULL,NULL,"ACTIVO","HABIDO","150135",NULL,"-","05/02/1996","05/02/1996","avasol-sa","VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN, ARTÍCULOS DE FERRETERÍA Y EQUIPO Y MATERIALES DE FONTANERÍA Y CALEFACCIÓN","4663","SOCIEDAD ANONIMA",NULL,NULL,NULL,NULL,"PROLONG.MIGUEL ANGEL URB. FIORI NRO. 578","LIMA","LIMA","SAN MARTIN DE PORRES",NULL,"2025-09-29 17:50:16.888721-05"
234584,"20","20608702220","SMART GAS S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","150122",NULL,"-","05/11/2021","08/11/2021","smart-gas-sac","INSTALACIONES DE FONTANERÍA, CALEFACCIÓN Y AIRE ACONDICIONADO","4322","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"JOSE PARDO NRO. 434 INT. 402","LIMA","LIMA","MIRAFLORES",NULL,"2025-09-29 17:50:16.888721-05"
234585,"20","20533315217","CONSTRUYE CHEN CHEN E.I.R.L.",NULL,NULL,NULL,"ACTIVO","HABIDO","180101",NULL,"-","12/09/2014","12/09/2014","construye-chen-chen-eirl","VENTA AL POR MENOR DE ARTÍCULOS DE FERRETERÍA, PINTURAS Y PRODUCTOS DE VIDRIO EN COMERCIOS ESPECIALIZADOS","4752","EMPRESA INDIVIDUAL DE RESP. LTDA",NULL,NULL,NULL,NULL,"ASOC. VILLA CHEN CHEN P.J. CHEN CHEN MZA. A LOTE. 12","MOQUEGUA","MARISCAL NIETO","MOQUEGUA",NULL,"2025-09-29 17:50:16.888721-05"
234586,"20","20565485483","COMPANY GOODS AND SERVICES G.P. S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","150113",NULL,"-","12/09/2014","12/09/2014","company-goods-and-services-gp-sac","ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS N.C.P.","1079","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"TIENDA RES. SAN FELIPE NRO. 45","LIMA","LIMA","JESUS MARIA",NULL,"2025-09-29 17:50:16.888721-05"
234587,"20","20565494393","EMPRESA DE TRANSPORTES Y SERVICIOS MULTIPLE BAUTISTA 16 DE JUNIO S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","150103",NULL,"-","12/09/2014","12/09/2014","empresa-de-transportes-y-servicios-multiple-bautista-16-de-junio-sac","ACTIVIDADES DE SERVICIOS VINCULADAS AL TRANSPORTE TERRESTRE","5221","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"GR UCV 202 A.H. HUAYCAN ZONA R LOTE. 31","LIMA","LIMA","ATE",NULL,"2025-09-29 17:50:16.888721-05"
234588,"20","20560154934","TRANSPORTES E INVERSIONES SALINAS S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","130106",NULL,"-","28/10/2014","01/11/2014","transportes-e-inversiones-salinas-sac","TRANSPORTE DE CARGA POR CARRETERA","4923","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"MZ. B LOTE UC N° 2 C.P. SANTA CATALINA NRO. .","LA LIBERTAD","TRUJILLO","LAREDO",NULL,"2025-09-29 17:50:16.888721-05"
234589,"20","20566035651","FERCAR DIESEL E.I.R.L.",NULL,NULL,NULL,"ACTIVO","HABIDO","150137",NULL,"-","28/10/2014","28/10/2014","fercar-diesel-eirl","MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES","4520","EMPRESA INDIVIDUAL DE RESP. LTDA",NULL,NULL,NULL,NULL,"JUAN PABLO II COO. BENJAMIN DOIG LOSSIO MZA. F LOTE. 38","LIMA","LIMA","SANTA ANITA",NULL,"2025-09-29 17:50:16.888721-05"
234590,"20","20566038324","EMPRESA DE TRANSPORTES MULTIPLES UNION PROGRESISTAS SA - ETMUP SA",NULL,NULL,NULL,"ACTIVO","HABIDO","150103",NULL,"-","04/04/2018","01/05/2018","empresa-de-transportes-multiples-union-progresistas-sa-etmup-sa","OTRAS ACTIVIDADES DE TRANSPORTE POR VÍA TERRESTRE","4922","SOCIEDAD ANONIMA",NULL,NULL,NULL,NULL,"UCV 99 A.H. HUAYCAN ZONA F LOTE. 25","LIMA","LIMA","ATE",NULL,"2025-09-29 17:50:16.888721-05"
234591,"20","20566057035","A & F GAS NATURAL CONSTRUCCION Y DESARROLLO E.I.R.L",NULL,NULL,NULL,"ACTIVO","HABIDO","150142",NULL,"-","29/10/2014","01/11/2014","a-f-gas-natural-construccion-y-desarrollo-eirl","CONSTRUCCIÓN DE EDIFICIOS","4100","EMPRESA INDIVIDUAL DE RESP. LTDA",NULL,NULL,NULL,NULL,"BARRIO 4SC 2 URB. PACHACAMAC MZA. G LOTE. 4","LIMA","LIMA","VILLA EL SALVADOR",NULL,"2025-09-29 17:50:16.888721-05"
234592,"20","20434863067","MASABI CONTRATISTAS FLORES SOCIEDAD ANONIMA CERRADA - MASABI FLORES S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","040117",NULL,"-","03/11/2014","03/11/2014","masabi-contratistas-flores-sociedad-anonima-cerrada-masabi-flores-sac","CONSTRUCCIÓN DE EDIFICIOS","4100","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"A.P.V.I. CORAZON DE JESUS MZA. B LOTE. 1","AREQUIPA","AREQUIPA","SACHACA",NULL,"2025-09-29 17:50:16.888721-05"
241316,"20","20600142462","RELOJES PERU S.R.L.",NULL,NULL,NULL,"ACTIVO","HABIDO","150122",NULL,"-","21/07/2021","21/07/2021","relojes-peru-srl","VENTA AL POR MAYOR DE EQUIPO, PARTES Y PIEZAS ELECTRÓNICOS Y DE TELECOMUNICACIONES","4652","SOC.COM.RESPONS. LTDA",NULL,NULL,NULL,NULL,"CANTUARIAS NRO. 255","LIMA","LIMA","MIRAFLORES",NULL,"2025-09-29 17:50:51.138679-05"
234593,"20","20573852789","MUNICIPALIDAD DEL CENTRO POBLADO DE MEJORADA CHOPCCA",NULL,NULL,NULL,"ACTIVO","HABIDO","090206",NULL,"-","17/09/2014","17/09/2014","municipalidad-del-centro-poblado-de-mejorada-chopcca","ACTIVIDADES DE LA ADMINISTRACIÓN PÚBLICA EN GENERAL","8411","GOBIERNO REGIONAL, LOCAL",NULL,NULL,NULL,NULL,"SECT. CHACAPAMPA C.P. MEJORADA CHOPCCA NRO. 7","HUANCAVELICA","ACOBAMBA","PAUCARA",NULL,"2025-09-29 17:50:16.888721-05"
234594,"20","20560114983","J & G CORPORATION VENTURA S.A.C.",NULL,NULL,NULL,"ACTIVO","NO HABIDO","130101",NULL,"-","03/08/2023","03/08/2023","j-g-corporation-ventura-sac","VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN, ARTÍCULOS DE FERRETERÍA Y EQUIPO Y MATERIALES DE FONTANERÍA Y CALEFACCIÓN","4663","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"AVENIDA PESQUEDA SEC. NUEVO HORIZONTE MZA. A LOTE. 4","LA LIBERTAD","TRUJILLO","TRUJILLO",NULL,"2025-09-29 17:50:16.888721-05"
234595,"20","20560117141","COMPAÑIA EL AMITO S.A.C.",NULL,NULL,NULL,"ACTIVO","NO HABIDO","130101",NULL,"-","27/08/2019","27/08/2019","compania-el-amito-sac","EXTRACCIÓN DE OTROS MINERALES METALÍFEROS NO FERROSOS","0729","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"LOS JAZMINES URB. CALIFORNIA NRO. 455","LA LIBERTAD","TRUJILLO","TRUJILLO",NULL,"2025-09-29 17:50:16.888721-05"
234596,"20","20566339103","GNV RUIZ S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","150115",NULL,"-","21/11/2014","11/11/2014","gnv-ruiz-sac","MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES","4520","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"PROLONGACION HUAMANGA NRO. 1254","LIMA","LIMA","LA VICTORIA",NULL,"2025-09-29 17:50:16.888721-05"
234597,"20","20434895775","MACHUPICCHU FUN S.R.L.",NULL,NULL,NULL,"ACTIVO","HABIDO","040129",NULL,"-","16/06/2022","16/06/2022","machupicchu-fun-srl","ACTIVIDADES DE AGENCIAS DE VIAJES","7911","SOC.COM.RESPONS. LTDA",NULL,NULL,NULL,NULL,"IV ETAPA URB. JUAN PABLO VIZCADRO Y GUZ MZA. G LOTE. 2","AREQUIPA","AREQUIPA","JOSE LUIS BUSTAMANTE Y RIVERO",NULL,"2025-09-29 17:50:16.888721-05"
234598,"20","20600013034","FILMS BASTARDIA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - FILMS BASTARDIA E.I.R.L.",NULL,NULL,NULL,"ACTIVO","HABIDO","080106",NULL,"-","27/11/2019","27/11/2019","films-bastardia-empresa-individual-de-responsabilidad-limitada-films-bastardia-eirl","ACTIVIDADES DE PRODUCCIÓN DE PELÍCULAS CINEMATOGRÁFICAS, VÍDEOS Y PROGRAMAS DE TELEVISIÓN","5911","EMPRESA INDIVIDUAL DE RESP. LTDA",NULL,NULL,NULL,NULL,"COMITE 7 P.J. VIVA EL PERU I ETAPA MZA. Z LOTE. 7","CUSCO","CUSCO","SANTIAGO",NULL,"2025-09-29 17:50:16.888721-05"
234599,"20","20602876137","LIMAROA E.I.R.L.",NULL,NULL,NULL,"ACTIVO","HABIDO","130105",NULL,"-","05/02/2018","05/02/2018","limaroa-eirl","PUBLICIDAD","7310","EMPRESA INDIVIDUAL DE RESP. LTDA",NULL,NULL,NULL,NULL,"JOSE MARTI NRO. 1904","LA LIBERTAD","TRUJILLO","LA ESPERANZA",NULL,"2025-09-29 17:50:16.888721-05"
234600,"20","20602872352","SERVICIOS Y NEGOCIOS GENERALES RICHARD E.I.R.L.",NULL,NULL,NULL,"ACTIVO","HABIDO","200601",NULL,"-","05/02/2018","05/02/2018","servicios-y-negocios-generales-richard-eirl","VENTA AL POR MENOR DE ARTÍCULOS DE FERRETERÍA, PINTURAS Y PRODUCTOS DE VIDRIO EN COMERCIOS ESPECIALIZADOS","4752","EMPRESA INDIVIDUAL DE RESP. LTDA",NULL,NULL,NULL,NULL,"TRANSV TARAPACA CON CALLE NRO. 400","PIURA","SULLANA","SULLANA",NULL,"2025-09-29 17:50:16.888721-05"
241301,"20","20602877559","CONSORCIO RAPIBID",NULL,NULL,NULL,"ACTIVO","HABIDO","150141",NULL,"-","06/02/2018","06/02/2018","consorcio-rapibid","OTRAS ACTIVIDADES DE VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS","4719","CONTRATOS COLABORACION EMPRESARIAL",NULL,NULL,NULL,NULL,"LOS ANGELES URB. LA CALERA DE LA MERCED NRO. 170","LIMA","LIMA","SURQUILLO",NULL,"2025-09-29 17:50:51.138679-05"
241302,"20","20374362594","COMISION DE USUARIOS DEL SUBSECTOR HIDRAULICO RICARDO PALMA",NULL,NULL,NULL,"ACTIVO","HABIDO","150714",NULL,"-","11/08/1997","18/07/1997","comision-de-usuarios-del-subsector-hidraulico-ricardo-palma","ACTIVIDADES INMOBILIARIAS REALIZADAS CON BIENES PROPIOS O ARRENDADOS","6810","ASOCIACION",NULL,NULL,NULL,NULL,"05 DE SETIEMBRE NRO. 251","LIMA","HUAROCHIRI","RICARDO PALMA",NULL,"2025-09-29 17:50:51.138679-05"
241303,"20","20600029089","CORPORACION GRUPO SANCHEZ S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","150142",NULL,"-","30/12/2014","30/12/2014","corporacion-grupo-sanchez-sac","VENTA AL POR MENOR DE PRODUCTOS DE TABACO EN COMERCIOS ESPECIALIZADOS","4723","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"SECTOR 2 GRU. 8 MZA. B LOTE. 11","LIMA","LIMA","VILLA EL SALVADOR",NULL,"2025-09-29 17:50:51.138679-05"
241304,"20","20600036361","TRANSPORTES KATALEYA SAC.",NULL,NULL,NULL,"ACTIVO","HABIDO","140101",NULL,"-","06/01/2015","01/01/2015","transportes-kataleya-sac","TRANSPORTE DE CARGA POR CARRETERA","4923","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"PRADERA OESTE C.P. CPM LOS JARDINES MZA. A LOTE. 05","LAMBAYEQUE","CHICLAYO","CHICLAYO",NULL,"2025-09-29 17:50:51.138679-05"
241305,"20","20573320001","ASOCIACION DE CESANTES Y JUBILADOS LEY N° 20530 DE LA UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA TINGO",NULL,NULL,NULL,"ACTIVO","HABIDO","100601",NULL,"-","03/10/2020","01/09/2020","asociacion-de-cesantes-y-jubilados-ley-n-20530-de-la-universidad-nacional-agraria-de-la-selva-tingo","ACTIVIDADES DE JARDINES BOTÁNICOS Y ZOOLÓGICOS Y DE RESERVAS NATURALES","9103","ASOCIACION",NULL,NULL,NULL,NULL,"ASUNCION SALDAÑA NRO. 100","HUANUCO","LEONCIO PRADO","RUPA-RUPA",NULL,"2025-09-29 17:50:51.138679-05"
241306,"20","20600071069","INVERSIONES DEL ROSARIO GUINETTI EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - INVERGUI E.I.R.L.",NULL,NULL,NULL,"ACTIVO","HABIDO","150125",NULL,"-","21/01/2015","22/01/2015","inversiones-del-rosario-guinetti-empresa-individual-de-responsabilidad-limitada-invergui-eirl","VENTA AL POR MAYOR NO ESPECIALIZADA","4690","EMPRESA INDIVIDUAL DE RESP. LTDA",NULL,NULL,NULL,NULL,"ADV ZONA 01 SCTR 13 ASC. DE PROD EL DORADO MZA. P1 LOTE. 2","LIMA","LIMA","PUENTE PIEDRA",NULL,"2025-09-29 17:50:51.138679-05"
241307,"20","20600107446","B & L INGENIEROS CONTRATISTAS Y CONSULTORES SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA",NULL,NULL,NULL,"ACTIVO","HABIDO","210101",NULL,"-","29/02/2016","10/03/2016","b-l-ingenieros-contratistas-y-consultores-sociedad-comercial-de-responsabilidad-limitada","CONSTRUCCIÓN DE EDIFICIOS","4100","SOC.COM.RESPONS. LTDA",NULL,NULL,NULL,NULL,"VILLA DEL LAGO URB. VILLA DEL LAGO MZA. K LOTE. 11","PUNO","PUNO","PUNO",NULL,"2025-09-29 17:50:51.138679-05"
241308,"20","20503087660","PLAZAPLAZA FIBRAS S.A.C",NULL,NULL,NULL,"ACTIVO","HABIDO","150114",NULL,"-","22/10/2001","03/01/2002","plazaplaza-fibras-sac","VENTA AL POR MAYOR DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CALZADO","4641","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"SMZ U2 URB. LA CAPILLA MZA. E2 LOTE. 31","LIMA","LIMA","LA MOLINA",NULL,"2025-09-29 17:50:51.138679-05"
241309,"20","20502889789","ORBUS INTERNATIONAL GROUP S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","150131",NULL,"-","25/04/2024","25/04/2024","orbus-international-group-sac","ACTIVIDADES DE CONSULTORÍA DE GESTIÓN","7020","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"MANUEL GONZALES OLAECHEA NRO. 271","LIMA","LIMA","SAN ISIDRO",NULL,"2025-09-29 17:50:51.138679-05"
241310,"20","20251766267","ASOCIACION PRO VIVIENDA PORTADA DEL SOL DE LA MOLINA",NULL,NULL,NULL,"ACTIVO","HABIDO","150114",NULL,"-","02/06/1994","25/06/1994","asociacion-pro-vivienda-portada-del-sol-de-la-molina","ACTIVIDADES DE OTRAS ASOCIACIONES N.C.P.","9499","ASOCIACION",NULL,NULL,NULL,NULL,"ETAPA II URB. PORTADA DEL SOL MZA. A'3 LOTE. 6","LIMA","LIMA","LA MOLINA",NULL,"2025-09-29 17:50:51.138679-05"
241311,"20","20600119371","VIDRIERIA POL GLASS S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","150142",NULL,"-","06/02/2015","06/02/2015","vidrieria-pol-glass-sac","FABRICACIÓN DE VIDRIO Y PRODUCTOS DE VIDRIO","2310","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"SECTOR 02 GRU. 09 MZA. G LOTE. 22","LIMA","LIMA","VILLA EL SALVADOR",NULL,"2025-09-29 17:50:51.138679-05"
241312,"20","20600126874","SEGURITIC PROYECTOS Y CONSULTORIAS S.A.C.",NULL,NULL,NULL,"ACTIVO","NO HABIDO","150108",NULL,"-","10/02/2015","16/02/2015","seguritic-proyectos-y-consultorias-sac","OTRAS ACTIVIDADES DE TECNOLOGÍA DE LA INFORMACIÓN Y DE SERVICIOS INFORMÁTICOS","6209","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"LAS ANTARAS URB. SAN JUAN BAUTISTA DE VILL NRO. 255 INT. D","LIMA","LIMA","CHORRILLOS",NULL,"2025-09-29 17:50:51.138679-05"
241313,"20","20600141695","DISTRIBUIDORA GENERALES AMELIA M & C E.I.R.L.",NULL,NULL,NULL,"ACTIVO","HABIDO","080105",NULL,"-","14/12/2023","15/01/2024","distribuidora-generales-amelia-m-c-eirl","VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y ANIMALES VIVOS","4620","EMPRESA INDIVIDUAL DE RESP. LTDA",NULL,NULL,NULL,NULL,"HUANACAURI ASC. PILLAO MATAO NRO. R-5","CUSCO","CUSCO","SAN SEBASTIAN",NULL,"2025-09-29 17:50:51.138679-05"
241314,"20","20560153881","CONSTRUCCIONES U & CH ASOCIADOS S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","150118",NULL,"-","27/10/2014","01/11/2014","construcciones-u-ch-asociados-sac","OTRAS ACTIVIDADES ESPECIALIZADAS DE CONSTRUCCIÓN","4390","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"CHOSICA APV. LOS ANGELES DE HUACHIPA MZA. C LOTE. 24","LIMA","LIMA","LURIGANCHO",NULL,"2025-09-29 17:50:51.138679-05"
